"file","size_bytes","md5"
"annotation_design_summary.csv",521,"68a5556714808c93eae698b2b81a5aab"
"benchmark_manifest.json",3167,"75ceb01258a69409255d177fab2950ce"
"candidate_settings.csv",5682,"31c9cd96f2b1c29fe3a9db263f095d50"
"computational_summary.csv",203,"6c61ccfe1e407ff01a004983b2197814"
"config.R",3829,"aad954c8df73b581b7846ca7e740cfc9"
"contract_smoke_test.R",1656,"9fee0580882d16e7a4815afdd69c3f60"
"convergence_diagnostics.csv",234513,"62a108c4ff36d1f17c10e4240a8d20cf"
"example_data_manifest.csv",1587,"fb5be7c21b86eec5bba53f876fe66afb"
"fit_status.csv",203,"6c61ccfe1e407ff01a004983b2197814"
"interface_audit_sources.csv",1569,"a39ec145206f906a05df20c8b5d48390"
"method_recommendations.csv",457,"454f670cd3598082a76059c769aad31d"
"README.md",329,"221aa19be5b0356a12cfbc5014a429b4"
"reproduce.R",13666,"94810f838eb62b01f4538bc6df5ddd5c"
"scalar_chain_draws.csv",77859532,"e66fc1c170a1148fcb5e9c48f6255584"
"seed_registry.csv",1019,"0530aa8166d49e014c0f09364e760bc8"
"session_info.txt",1523,"2b18110a79cbc20b89c0dd0a7435200f"
"source_files.csv",981,"89d5b8273f2a12e43f51a9eadf913032"
"true_alpha.csv",572,"8216517137f9025d26d0acbc50e51856"
