"architecture","configuration","nburn","nit","failed_estimands","maximum_rhat","minimum_bulk_ess","minimum_tail_ess","maximum_relative_mcse","limiting_estimand","pass"
"sparse_homogeneous","block_csr",250,250,0,1.00359571144126,628.453170849849,838.50758949119,0.039936040633192,"global_nonnull_proportion",TRUE
"sparse_homogeneous","block_csr",250,500,0,1.00144715718424,1044.64870185395,1569.94543094344,0.0299679818406558,"vbs",TRUE
"sparse_homogeneous","block_csr",250,1000,0,1.00067478605791,2200.11756242336,3045.81888497879,0.0206531520407305,"global_nonnull_proportion",TRUE
"sparse_homogeneous","block_csr",250,2000,0,1.0004532199325,4855.28374953646,5980.43248714953,0.0140506070506338,"vbs",TRUE
"sparse_homogeneous","block_csr",500,250,0,1.00897772133129,434.34181421039,734.381929982548,0.0469524608498942,"vbs",TRUE
"sparse_homogeneous","block_csr",500,500,0,1.00169731374983,969.592187172641,1467.42922441322,0.0304384144945441,"global_nonnull_proportion",TRUE
"sparse_homogeneous","block_csr",500,1000,0,1.00091054436973,2288.84577785064,2909.89466167269,0.02010872735435,"vbs",TRUE
"sparse_homogeneous","block_csr",500,2000,0,1.00049718952961,4776.72458402309,6036.52635380231,0.0142685697740858,"vld",TRUE
"sparse_homogeneous","block_csr",1000,250,0,1.00489572721413,708.998952620957,769.828635233869,0.0382498735219002,"vbs",TRUE
"sparse_homogeneous","block_csr",1000,500,0,1.00261287069242,1279.19628594663,1213.0975454944,0.027844207159351,"vgs",TRUE
"sparse_homogeneous","block_csr",1000,1000,0,1.00092764216845,2457.758280878,3103.07824236439,0.0199837852053326,"vbs",TRUE
"sparse_homogeneous","block_csr",1000,2000,0,1.0009647725887,4860.05747778687,6122.30438084561,0.0142302937308003,"ves",TRUE
"sparse_homogeneous","full_csr",250,250,0,1.00336854595536,578.160749433232,727.823586944983,0.0419166774820807,"vld",TRUE
"sparse_homogeneous","full_csr",250,500,0,1.00372278935508,1145.49630445041,1369.805861595,0.0290630428418349,"global_nonnull_proportion",TRUE
"sparse_homogeneous","full_csr",250,1000,0,1.00193940737093,2108.6262154982,2875.53239947396,0.0214497780836722,"vgs",TRUE
"sparse_homogeneous","full_csr",250,2000,0,1.00065750492311,4316.4818052793,5859.33824812304,0.0151839439778529,"vgs",TRUE
"sparse_homogeneous","full_csr",500,250,0,1.00593232762942,573.35803734098,753.839440989758,0.0400777462422651,"global_nonnull_proportion",TRUE
"sparse_homogeneous","full_csr",500,500,0,1.00414779130087,1110.16259793624,1447.03084867692,0.0285817802114717,"global_nonnull_proportion",TRUE
"sparse_homogeneous","full_csr",500,1000,0,1.00276477921772,2056.07383621158,2666.05795043203,0.0215043384373615,"global_nonnull_proportion",TRUE
"sparse_homogeneous","full_csr",500,2000,0,1.00081796522669,4151.87059580342,6205.74759535673,0.0151376536383669,"global_nonnull_proportion",TRUE
"sparse_homogeneous","full_csr",1000,250,0,1.00599384529779,407.648584244229,695.245054782736,0.0487717999577356,"vgs",TRUE
"sparse_homogeneous","full_csr",1000,500,0,1.00264307036113,923.11184453111,1496.06029639629,0.0324406127508377,"vbs",TRUE
"sparse_homogeneous","full_csr",1000,1000,0,1.00134286670747,2101.98710440057,3294.93900570899,0.0217128035672693,"vgs",TRUE
