"operator_id","reference_operator_id","block_id","block_size","source_matrix_definition","filtering_policy","filtering_parameter","original_rank","retained_rank","retained_rank_proportion","minimum_eigenvalue","maximum_eigenvalue","negative_eigenvalue_count","positive_eigenvalue_mass","retained_positive_eigenvalue_mass","retained_mass_proportion","trace","trace_difference","frobenius_norm","frobenius_relative_error","off_diagonal_frobenius_norm","off_diagonal_norm_retained","condition_number","runtime_diagonal_minimum","runtime_diagonal_maximum","runtime_diagonal_mean","reconstruction_maximum_absolute_error","reconstruction_relative_error","matrix_vector_maximum_error","quadratic_form_maximum_error","summary_score_action_relative_error","summary_score_action_cosine_similarity","true_effect_action_relative_error","true_effect_action_cosine_similarity"
"block_eigen_hard","block_eigen_unfiltered","block_0001",1000,"same installed builder packed runtime cross-product","hard_truncate",0.1,1000,1000,1,765.226063596796,8206.24614969179,0,3500081.97436523,3500081.97436523,1,3500081.97436523,0,125503.225401358,3.23811375472121e-17,59134.6556651487,1,10.7239501371921,3290.24438476562,3667.65991210938,3500.08197436523,7.105427357601e-13,4.76837158203125e-05,4.54747350886464e-12,0,5.07935393665635e-12,1,2.05342343869619e-17,1
"block_eigen_hard","block_eigen_unfiltered","block_0002",1000,"same installed builder packed runtime cross-product","hard_truncate",0.1,1000,1000,1,776.786964817002,8181.40044118923,0,3498567.57958984,3498567.57958984,1,3498567.57958984,0,125463.643401754,2.0995568492205e-14,59140.7610529948,1,10.532360623632,3327.65991210938,3715.50903320312,3498.56757958984,1.86264514923096e-09,3.0517578125e-05,3.48632056557108e-09,2.79396772384644e-09,5.07935393665635e-12,1,2.05342343869619e-17,1
"block_eigen_hard","block_eigen_unfiltered","block_0003",1000,"same installed builder packed runtime cross-product","hard_truncate",0.1,1000,1000,1,742.034480996136,8246.01698125225,0,3499325.12158203,3499325.12158203,1,3499325.12158203,0,125436.340340681,3.25356914315395e-17,59037.6072242914,1,11.1127140212979,3318.51391601562,3696.83618164062,3499.32512158203,7.95807864051312e-13,3.96780669689178e-05,2.72848410531878e-12,0,5.07935393665635e-12,1,2.05342343869619e-17,1
"block_eigen_hard","block_eigen_unfiltered","block_0004",1000,"same installed builder packed runtime cross-product","hard_truncate",0.1,1000,1000,1,766.806986145121,8145.24737862321,0,3501295.49511719,3501295.49511719,1,3501295.49511719,0,125567.619300962,2.48307238336594e-17,59199.592906359,1,10.6222915620147,3264.77270507812,3675.95532226562,3501.29549511719,1.02318153949454e-12,3.48091125488281e-05,1.81898940354586e-12,0,5.07935393665635e-12,1,2.05342343869619e-17,1
"block_eigen_hard","block_eigen_unfiltered","block_0005",1000,"same installed builder packed runtime cross-product","hard_truncate",0.1,1000,1000,1,762.390319714871,8158.47874797101,0,3499000.95385742,3499000.95385742,1,3499000.95385742,0,125521.356507489,2.5866540422518e-17,59236.9792335356,1,10.7011835499462,3301.91162109375,3676.73266601562,3499.00095385742,7.38964445190504e-13,4.50611114501953e-05,2.27373675443232e-12,0,5.07935393665635e-12,1,2.05342343869619e-17,1
"block_eigen_hard","block_eigen_unfiltered","block_0006",1000,"same installed builder packed runtime cross-product","hard_truncate",0.1,1000,1000,1,768.917190235114,8160.34699253787,0,3496969.85473633,3496969.85473633,1,3496969.85473633,0,125427.980428316,2.4741485458668e-17,59161.0603242547,1,10.6127774176081,3292.15087890625,3695.4619140625,3496.96985473633,8.10018718766514e-13,4.33921813964844e-05,2.72848410531878e-12,0,5.07935393665635e-12,1,2.05342343869619e-17,1
"block_eigen_hard","block_eigen_unfiltered","block_0007",1000,"same installed builder packed runtime cross-product","hard_truncate",0.1,1000,1000,1,762.41094469016,8249.40012865424,0,3499072.15332031,3499072.15332031,1,3499072.15332031,0,125555.86440738,8.59346020180917e-11,59304.9075538588,0.99999999999971,10.8201491414932,3320.3896484375,3709.44213867188,3499.07215332031,7.62939453125e-06,4.22000885009766e-05,1.75736231540213e-05,1.99754722416401e-05,5.07935393665635e-12,1,2.05342343869619e-17,1
"block_eigen_hard","block_eigen_unfiltered","block_0008",1000,"same installed builder packed runtime cross-product","hard_truncate",0.1,1000,1000,1,786.868725779487,8133.21929566642,0,3499683.99633789,3499683.99633789,1,3499683.99633789,0,125504.273538521,2.45872289779881e-17,59160.0765718646,1,10.3361831893999,3317.22338867188,3734.97778320312,3499.68399633789,9.66338120633736e-13,3.62396240234375e-05,3.18323145620525e-12,0,5.07935393665635e-12,1,2.05342343869619e-17,1
"block_eigen_hard","block_eigen_unfiltered","block_0009",1000,"same installed builder packed runtime cross-product","hard_truncate",0.1,1000,1000,1,760.024164567679,8227.13400080156,0,3498980.36401367,3498980.36401367,1,3498980.36401367,0,125483.770267979,3.23392773082038e-17,59160.850088775,1,10.8248321360695,3302.4375,3678.42211914062,3498.98036401367,7.95807864051312e-13,1.13174687088313e-05,3.63797880709171e-12,0,5.07935393665635e-12,1,2.05342343869619e-17,1
"block_eigen_hard","block_eigen_unfiltered","block_0010",1000,"same installed builder packed runtime cross-product","hard_truncate",0.1,1000,1000,1,769.844126289463,8182.83487678438,0,3500024.3269043,3500024.3269043,1,3500024.3269043,0,125471.857242336,2.14980344117204e-11,59072.2340032407,1.00000000000002,10.6292099885524,3295.0703125,3695.13696289062,3500.0243269043,1.9073486328125e-06,1.79574210134343e-05,4.14361056755297e-06,1.35190784931183e-05,5.07935393665635e-12,1,2.05342343869619e-17,1
