"operator_id","reference_operator_id","block_id","block_size","source_matrix_definition","filtering_policy","filtering_parameter","original_rank","retained_rank","retained_rank_proportion","minimum_eigenvalue","maximum_eigenvalue","negative_eigenvalue_count","positive_eigenvalue_mass","retained_positive_eigenvalue_mass","retained_mass_proportion","trace","trace_difference","frobenius_norm","frobenius_relative_error","off_diagonal_frobenius_norm","off_diagonal_norm_retained","condition_number","runtime_diagonal_minimum","runtime_diagonal_maximum","runtime_diagonal_mean","reconstruction_maximum_absolute_error","reconstruction_relative_error","matrix_vector_maximum_error","quadratic_form_maximum_error","summary_score_action_relative_error","summary_score_action_cosine_similarity","true_effect_action_relative_error","true_effect_action_cosine_similarity"
"block_eigen_unfiltered","runtime_matched_block_csr","block_0001",1000,"same installed builder packed runtime cross-product","ridge_fixed",0,1000,1000,1,765.226063596805,8206.24614969187,0,3500081.97436523,3500081.97436523,1,3500081.97436523,0,125503.225401358,1.19496363031207e-08,59134.6556651487,1.00000000005531,10.723950137192,3290.24438476562,3667.65991210938,3500.08197436523,1.31464589401276e-05,5.95076816147778e-08,0.000199741149657484,0.00267372466623783,9.70931306357547e-09,1,1.20461839684544e-08,1
"block_eigen_unfiltered","runtime_matched_block_csr","block_0002",1000,"same installed builder packed runtime cross-product","ridge_fixed",0,1000,1000,1,776.786964816997,8181.40044118923,0,3498567.57958984,3498567.57958984,1,3498567.57958984,0,125463.643401754,1.19534905776905e-08,59140.7610529948,1.00000000005102,10.5323606236321,3327.65991210938,3715.50903320312,3498.56757958984,1.29094958651876e-05,5.95201745446575e-08,0.000190950542673818,0.00448678387328982,9.70931306357547e-09,1,1.20461839684544e-08,1
"block_eigen_unfiltered","runtime_matched_block_csr","block_0003",1000,"same installed builder packed runtime cross-product","ridge_fixed",0,1000,1000,1,742.034480996126,8246.01698125223,0,3499325.12158203,3499325.12158203,1,3499325.12158203,0,125436.340340681,1.19293116306602e-08,59037.6072242914,1.00000000011129,11.112714021298,3318.51391601562,3696.83618164062,3499.32512158203,1.28776289614052e-05,5.95452193131837e-08,0.000169384764831193,0.00199782662093639,9.70931306357547e-09,1,1.20461839684544e-08,1
"block_eigen_unfiltered","runtime_matched_block_csr","block_0004",1000,"same installed builder packed runtime cross-product","ridge_fixed",0,1000,1000,1,766.806986145132,8145.24737862319,0,3501295.49511719,3501295.49511719,1,3501295.49511719,0,125567.619300962,1.19555372298373e-08,59199.592906359,1.00000000010742,10.6222915620145,3264.77270507812,3675.95532226562,3501.29549511719,1.30907774575917e-05,5.94892648312247e-08,0.00017003424682116,0.0031801899895072,9.70931306357547e-09,1,1.20461839684544e-08,1
"block_eigen_unfiltered","runtime_matched_block_csr","block_0005",1000,"same installed builder packed runtime cross-product","ridge_fixed",0,1000,1000,1,762.390319714871,8158.478747971,0,3499000.95385742,3499000.95385742,1,3499000.95385742,0,125521.356507489,1.19516766452009e-08,59236.9792335356,1.00000000002284,10.7011835499462,3301.91162109375,3676.73266601562,3499.00095385742,1.30211318492002e-05,5.94607543212331e-08,0.000174959088553805,0.0033147931098938,9.70931306357547e-09,1,1.20461839684544e-08,1
"block_eigen_unfiltered","runtime_matched_block_csr","block_0006",1000,"same installed builder packed runtime cross-product","ridge_fixed",0,1000,1000,1,768.91719023511,8160.34699253786,0,3496969.85473633,3496969.85473633,1,3496969.85473633,0,125427.980428316,1.19777636913692e-08,59161.0603242547,0.999999999989391,10.6127774176081,3292.15087890625,3695.4619140625,3496.96985473633,1.31306455841695e-05,5.95076334852495e-08,0.000182817629138299,0.00381408678367734,9.70931306357547e-09,1,1.20461839684544e-08,1
"block_eigen_unfiltered","runtime_matched_block_csr","block_0007",1000,"same installed builder packed runtime cross-product","ridge_fixed",0,1000,1000,1,762.410944690155,8249.4001286489,0,3499072.15332031,3499072.15332031,1,3499072.15332031,0,125555.864407389,1.19904882367468e-08,59304.907553876,1.00000000004498,10.8201491414862,3320.3896484375,3709.44213867188,3499.07215332031,1.31325800509785e-05,5.95146783118831e-08,0.000191072813322535,0.00460617989301682,9.70931306357547e-09,1,1.20461839684544e-08,1
"block_eigen_unfiltered","runtime_matched_block_csr","block_0008",1000,"same installed builder packed runtime cross-product","ridge_fixed",0,1000,1000,1,786.86872577947,8133.21929566643,0,3499683.99633789,3499683.99633789,1,3499683.99633789,0,125504.273538521,1.19344437409238e-08,59160.0765718646,1.00000000008841,10.3361831894001,3317.22338867188,3734.97778320312,3499.68399633789,1.24323334773635e-05,5.95431093637034e-08,0.000167360542491224,0.00382246589288116,9.70931306357547e-09,1,1.20461839684544e-08,1
"block_eigen_unfiltered","runtime_matched_block_csr","block_0009",1000,"same installed builder packed runtime cross-product","ridge_fixed",0,1000,1000,1,760.024164567677,8227.13400080162,0,3498980.36401367,3498980.36401367,1,3498980.36401367,0,125483.770267979,1.19633883983488e-08,59160.850088775,0.999999999955668,10.8248321360696,3302.4375,3678.42211914062,3498.98036401367,1.28303856570255e-05,5.95410584734646e-08,0.000167742389521663,0.00566701823845506,9.70931306357547e-09,1,1.20461839684544e-08,1
"block_eigen_unfiltered","runtime_matched_block_csr","block_0010",1000,"same installed builder packed runtime cross-product","ridge_fixed",0,1000,1000,1,769.844126287277,8182.83487678179,0,3500024.3269043,3500024.3269043,1,3500024.3269043,0,125471.857242335,1.19366370646553e-08,59072.2340032393,1.00000000006601,10.6292099885792,3295.0703125,3695.13696289062,3500.0243269043,1.27590308238723e-05,5.95454048373429e-08,0.000173571980212728,0.00346115231513977,9.70931306357547e-09,1,1.20461839684544e-08,1
