"architecture","replicate","configuration","method","vgs_posterior_mean","ves_posterior_mean","vbs_posterior_mean","pis_posterior_mean","vld_posterior_mean","vle_posterior_mean","benchmark_heritability","package_reported_heritability","marker_effect_variance","operator_diagonal_minimum","operator_diagonal_mean","log_cpo","mean_log_cpo"
"sparse_homogeneous",1,"bed","bayesc",0.378908725381543,1.05248705933511,0.0180828865004994,0.000994521868507614,-0.0089818976132102,0.387890622994754,0.264712757594539,,9.56588684867685e-06,,,,
"sparse_homogeneous",1,"block_csr","sbayesc",0.423684272103199,1.00832686882093,0.010218809576981,0.00101015323261312,-0.000844775841509607,0.424529047944709,0.295866603265238,,9.31405101276149e-06,,,,
"sparse_homogeneous",1,"full_csr","sbayesc",0.421150030421575,1.00937920703726,0.0102366977330176,0.00101145572495694,-0.000551427864552722,0.421701458286127,0.294401553910005,,9.24171430904965e-06,,,,
"sparse_homogeneous",1,"low_rank_0995","sbayesc",0.421707045588296,1.01002645059149,0.0102091932191139,0.00100973625147821,-0.000878880926859654,0.422585926515156,0.29454297654802,,9.25823155466273e-06,,,,
"sparse_homogeneous",1,"low_rank_0999","sbayesc",0.422184150582844,1.00943116983671,0.010191529328362,0.00100825260738543,-0.000842396624393969,0.423026547207238,0.29490055363414,,9.30486129297595e-06,,,,
"sparse_homogeneous",1,"low_rank_full","sbayesc",0.421700900670945,1.00835440599139,0.0101292711448225,0.00101095201646867,-0.000858830223585665,0.422559730894531,0.29488432979223,,9.26443583878752e-06,,,,
"sparse_homogeneous",2,"bed","bayesc",0.352097052575083,1.06184711848543,0.0160567336136131,0.000992405949648341,-0.00229056514784883,0.354387617722932,0.249017648491027,,8.68428365653354e-06,,,,
"sparse_homogeneous",2,"block_csr","sbayesc",0.392292638207723,1.02104871810529,0.00943609495641027,0.00101159248699942,0.000309000632479672,0.391983637575243,0.277563970271907,,8.48696836790197e-06,,,,
"sparse_homogeneous",2,"full_csr","sbayesc",0.39438567220528,1.01974818192813,0.0095007401222584,0.00101155816007258,0.000118521273939824,0.39426715093134,0.278888501998959,,8.53446552027343e-06,,,,
"sparse_homogeneous",2,"low_rank_0995","sbayesc",0.390192324553915,1.02381568924521,0.00947222966502751,0.00100925251510377,0.000442811373408209,0.389749513180507,0.275947746226384,,8.4730260859215e-06,,,,
"sparse_homogeneous",2,"low_rank_0999","sbayesc",0.390156261465615,1.02379028280328,0.00946241071771375,0.0010075918637061,0.000316258078520161,0.389840003387095,0.275934237434238,,8.46256301686698e-06,,,,
"sparse_homogeneous",2,"low_rank_full","sbayesc",0.39294024598145,1.02182297847424,0.00962080579001573,0.00101020871215852,0.000357240967769243,0.392583005013681,0.277742762314611,,8.48424365250284e-06,,,,
"sparse_homogeneous",3,"bed","bayesc",0.386340590061477,1.0281404662551,0.016938698997517,0.000995652960145928,-0.00539452692866291,0.39173511699014,0.273132388967823,,9.76623862488138e-06,,,,
"sparse_homogeneous",3,"block_csr","sbayesc",0.41829684887241,0.99725040575039,0.0099915938579502,0.00101195946549942,0.00203790686921505,0.416258942003195,0.295501861563691,,9.25519057140811e-06,,,,
"sparse_homogeneous",3,"full_csr","sbayesc",0.417869037041084,0.997361360697554,0.0100922542280109,0.00100828626373158,0.000801294090440308,0.417067742950644,0.295265730377744,,9.29977069659059e-06,,,,
"sparse_homogeneous",3,"low_rank_0995","sbayesc",0.419014267355116,0.996265232386884,0.00997485925266007,0.00101040791271978,0.0022213573137786,0.416792910041338,0.296064676575546,,9.31760185609585e-06,,,,
"sparse_homogeneous",3,"low_rank_0999","sbayesc",0.416961878715744,0.998152978220627,0.0101350909605445,0.00100810041851205,0.00212378190177995,0.414838096813965,0.294648788875299,,9.25306165923022e-06,,,,
"sparse_homogeneous",3,"low_rank_full","sbayesc",0.41852415122158,0.99670385377899,0.0100451005248266,0.0010097931143683,0.00207557233415071,0.416448578887429,0.295729133215825,,9.24887700292411e-06,,,,
"sparse_homogeneous",4,"bed","bayesc",0.392505235634063,1.04665027752645,0.0176299796960293,0.000998202851768408,-0.00331725902261505,0.395822494656678,0.272733024363773,,9.84297346916337e-06,,,,
"sparse_homogeneous",4,"block_csr","sbayesc",0.443972381331524,0.994961943339673,0.010101811462952,0.00101334998801527,0.000821076430294122,0.44315130490123,0.308542491286372,,9.62120045365636e-06,,,,
"sparse_homogeneous",4,"full_csr","sbayesc",0.44268790018901,0.996581992101515,0.0102485257177388,0.00101340773872705,0.000326537615944686,0.442361362573065,0.307578100924834,,9.6517102925635e-06,,,,
