"comparison_id","architecture","metric","orientation","complete_paired_replicates","mean_difference","sd_difference","median_difference","minimum_difference","maximum_difference"
"block_csr_minus_full_csr","sparse_homogeneous","causal_marker_effect_correlation","block_csr minus full_csr",5,-3.83527670362316e-05,0.00243146452299329,-0.000295322522120056,-0.00220313677421757,0.00404845061854808
"block_csr_minus_full_csr","sparse_homogeneous","genetic_value_correlation","block_csr minus full_csr",5,-0.000212084608728214,0.00318232630927342,-0.00131102765339808,-0.00253323835416885,0.00537722340361557
"block_csr_minus_full_csr","sparse_homogeneous","genetic_value_reconstruction_correlation","block_csr minus full_csr",5,-0.000332311522816098,0.00292759617079616,-0.00162281727804037,-0.0025439585282313,0.00475316417430383
"block_csr_minus_full_csr","sparse_homogeneous","genetic_value_rmse","block_csr minus full_csr",5,0.00022854458785978,0.00522492642501652,0.00196858185418369,-0.00900460199113087,0.00389317119568383
"block_csr_minus_full_csr","sparse_homogeneous","high_pip_marker_count","block_csr minus full_csr",5,0.4,0.547722557505166,0,0,1
"block_csr_minus_full_csr","sparse_homogeneous","marker_effect_correlation","block_csr minus full_csr",5,-0.000324829341297983,0.00322119135102084,-0.00180787034423002,-0.00255101371670974,0.00530449583327985
"block_csr_minus_full_csr","sparse_homogeneous","marker_effect_rmse","block_csr minus full_csr",5,2.30228893847175e-06,2.54428052494996e-05,1.24254521058046e-05,-4.25631840162701e-05,1.96611178659692e-05
"block_csr_minus_full_csr","sparse_homogeneous","noncausal_marker_rmse","block_csr minus full_csr",5,5.93286973714104e-06,2.05527775155823e-05,1.02454155411216e-05,-2.82859906176777e-05,2.74667205604987e-05
"block_csr_minus_full_csr","sparse_homogeneous","nonnull_probability_mean","block_csr minus full_csr",5,3.21655128846313e-06,1.14877073595318e-05,3.29025295464722e-06,-8.31775946934796e-06,2.1505093311574e-05
"block_csr_minus_full_csr","sparse_homogeneous","phenotype_prediction_correlation","block_csr minus full_csr",5,-7.22703212259201e-05,0.00176616926050657,-0.000796662290349803,-0.001070107067627,0.00306900326641479
"block_csr_minus_full_csr","sparse_homogeneous","phenotype_prediction_rmse","block_csr minus full_csr",5,8.36334271383965e-05,0.00127624956141779,0.000562685793047191,-0.00219323037867669,0.00076309865709967
"block_csr_minus_full_csr","sparse_homogeneous","pip_auprc","block_csr minus full_csr",5,0.000577448075499409,0.00585975934206359,0.00183577116515565,-0.00936245911050559,0.00571396002788066
"block_csr_minus_full_csr","sparse_homogeneous","pip_auroc","block_csr minus full_csr",5,-0.0271508921746923,0.0393524023140052,-0.049817347987665,-0.0593914235260009,0.0294886797923091
"block_csr_minus_full_csr","sparse_homogeneous","pip_causal_mean","block_csr minus full_csr",5,0.000540000000000007,0.00696690749185032,-0.00323999999999997,-0.0055,0.01146
"block_csr_minus_full_csr","sparse_homogeneous","pip_null_mean","block_csr minus full_csr",5,2.50915895732848e-06,1.39509115198855e-05,-1.21240873988569e-06,-1.09907487941804e-05,2.58032207901743e-05
"block_csr_minus_full_csr","sparse_homogeneous","prediction_regression_slope","block_csr minus full_csr",5,-2.16606868928659e-05,0.00507606658331842,-0.00119736714467644,-0.00527350864991649,0.00703234312252699
"block_csr_minus_full_csr","sparse_homogeneous","top_marker_causal_enrichment","block_csr minus full_csr",5,0,10.7454774896232,0,-15.1964,15.1964
"block_csr_minus_full_csr","sparse_homogeneous","total_pip_mass","block_csr minus full_csr",5,0.122199999999998,0.436429490295972,0.125,-0.316000000000003,0.817
"block_csr_minus_full_csr","sparse_mixture","causal_marker_effect_correlation","block_csr minus full_csr",5,-0.000186956892514223,0.000524780636637024,-0.000353468365991705,-0.000599612832740348,0.000676881827629039
"block_csr_minus_full_csr","sparse_mixture","genetic_value_correlation","block_csr minus full_csr",5,0.00116062088581066,0.00175033914975016,0.000848949890552619,-0.000793387160253789,0.00399107563002343
"block_csr_minus_full_csr","sparse_mixture","genetic_value_reconstruction_correlation","block_csr minus full_csr",5,0.00135773574074838,0.00169991159123073,0.00125396031036018,-0.000891042076224036,0.00385612747870512
"block_csr_minus_full_csr","sparse_mixture","genetic_value_rmse","block_csr minus full_csr",5,-0.00189996922823799,0.00233479749450988,-0.00127265221786976,-0.00546990030799666,0.000888901850483959
"block_csr_minus_full_csr","sparse_mixture","high_pip_marker_count","block_csr minus full_csr",5,0.2,0.836660026534076,0,-1,1
"block_csr_minus_full_csr","sparse_mixture","marker_effect_correlation","block_csr minus full_csr",5,0.0014272127957335,0.00209196002986536,0.000979291824965922,-0.00119303169342933,0.00454854187574083
"block_csr_minus_full_csr","sparse_mixture","marker_effect_rmse","block_csr minus full_csr",5,-1.17296707363715e-05,1.47932819876475e-05,-9.08088541168956e-06,-3.15026042994873e-05,7.87820706754628e-06
"block_csr_minus_full_csr","sparse_mixture","noncausal_marker_rmse","block_csr minus full_csr",5,-2.02306962559734e-05,2.18221517839931e-05,-2.18136121062931e-05,-4.51665526228694e-05,1.16703520862405e-05
"block_csr_minus_full_csr","sparse_mixture","nonnull_probability_mean","block_csr minus full_csr",5,-3.2164196783422e-05,1.70778685985563e-05,-3.55840857044834e-05,-4.97749466978753e-05,-5.00447474399181e-06
"block_csr_minus_full_csr","sparse_mixture","phenotype_prediction_correlation","block_csr minus full_csr",5,0.00106611030091104,0.00207027887737216,0.000795298509400744,-0.000691117712180001,0.00452647204054202
"block_csr_minus_full_csr","sparse_mixture","phenotype_prediction_rmse","block_csr minus full_csr",5,-0.000742033094282846,0.00138578200629952,-0.00057179529062279,-0.0030379376827423,0.000418290922526543
"block_csr_minus_full_csr","sparse_mixture","pip_auprc","block_csr minus full_csr",5,-0.00026184581785097,0.00177596617719799,-0.00113410156363425,-0.00188770889975023,0.00218918630512138
"block_csr_minus_full_csr","sparse_mixture","pip_auroc","block_csr minus full_csr",5,-0.00208165309296011,0.0204241522982558,0.00273898948367202,-0.0360762763237658,0.0191349727208033
"block_csr_minus_full_csr","sparse_mixture","pip_causal_mean","block_csr minus full_csr",5,-0.000937499999999963,0.000897943831762329,-0.00051499999999996,-0.00229749999999998,-0.000197499999999962
"block_csr_minus_full_csr","sparse_mixture","pip_null_mean","block_csr minus full_csr",5,-3.09711130439098e-05,1.65221496023571e-05,-3.495229435173e-05,-4.68128146332188e-05,-4.64537044355708e-06
"block_csr_minus_full_csr","sparse_mixture","prediction_regression_slope","block_csr minus full_csr",5,0.00545795446156254,0.00710196551998304,0.00333360831681317,-0.0034828658037438,0.0155886669932186
"block_csr_minus_full_csr","sparse_mixture","top_marker_causal_enrichment","block_csr minus full_csr",5,-3.03928,6.79603668265555,0,-15.1964,0
"block_csr_minus_full_csr","sparse_mixture","total_pip_mass","block_csr minus full_csr",5,-1.22194999999896,0.648805305927757,-1.35187499999893,-1.89099999999894,-0.190124999998943
"full_csr_minus_bed","sparse_homogeneous","causal_marker_effect_correlation","full_csr minus bed",5,0.000846295700499966,0.00950164361695631,-0.00163301448410513,-0.0097106388297199,0.0150154324068216
