"file","size_bytes","md5"
"benchmark_manifest.json",1979,"38946f12029ea6c0256f6e6c819bbee3"
"benchmark_summary.csv",2044,"4d3f357b2f96e65ab88888f67e25e3ee"
"computational_summary.csv",12518,"2299392a8c03d79a22b5d5e07e34f812"
"config.R",1511,"3357a0fb3239fb608140edfc288d20d4"
"contract_smoke_test.R",1578,"20ac56e24e39d4ba22ea170582d03d2d"
"credible_set_metrics.csv",198026,"f04f9bab86c945bde5b002515756974d"
"credible_set_summary.csv",107183,"ec1072c64f59757565f710ff1d25e413"
"example_data_manifest.csv",1587,"41bfe0e5151da50646e27bdab085464c"
"marker_metrics.csv",149356,"bcdbdb7917e1a8c8a5b1c9b98eedf5a4"
"README.md",2001,"1122b17b3c7ccf4a888c11a7f1552770"
"replicate_status.csv",1144,"0ba474a17f4b55e60479972e1580d970"
"run_benchmark.R",1222,"6c879e62e53e9d30eba7c20deefa597c"
"session_info.txt",925,"de8c96d6553ab4dd08095abc90bc32ec"
"source_files.csv",1704,"fc7689ad1ae2720d9edf915b93eba598"
"worked_finemapping_example.R",5874,"b47b711f2bafc8c2937f47925f6b5c9b"
