"file","size_bytes","md5"
"benchmark_manifest.json",1990,"2ba143e5d5afa4c46e575a0ada8c3007"
"block_definitions.csv",2209,"680eb524dcba0a23d55f396a214f306d"
"checkpoint_validation.csv",17334,"5a8400660a19025b6f1a3e4f2d2c8982"
"compatibility_manifest.json",941,"8cc98c580734cf4232b104967a7e7b8f"
"computational_summary.csv",6359,"1070277691f9e212d7a4d21be10fbbd5"
"config.R",4123,"f4462561700decee02a784bc616a87de"
"contract_smoke_test.R",743,"438373b33a38fd4b807e7b4797eb27ee"
"convergence_diagnostics.csv",91368,"81edb1034df1050227a357f6846edbe2"
"convergence_validation_summary.csv",2951,"38115aa565e3554f00ef88fe94c9c80d"
"deterministic_identity_summary.csv",1911,"c6984d8dccc76b8cfaf354158b303faa"
"deterministic_validation_manifest.json",514,"6fa0502c8b3422016591ec9948c300f5"
"example_data_manifest.csv",1581,"fb5be7c21b86eec5bba53f876fe66afb"
"fit_status.csv",11836,"50c48cea4b7b5fd49eb319a8db836625"
"low_rank_block_diagnostics.csv",22977,"dc6ead22361a37ff9f30d9be19b62971"
"low_rank_fit_block_diagnostics.csv",255514,"5a50ff4ad9c4aa8976a7f75e8990fe1b"
"marker_effect_agreement.csv",12067,"8ce62347ed9e7b9b41526bd0a2dd7468"
"marker_effect_metrics.csv",40967,"9991d83ff0ae86d2ccd2733314ab2195"
"method_output_availability.csv",38265,"1297ecef6bdda756e9d62d4ca4fd65c8"
"method_recommendations.csv",1934,"82aaebc79e3416b588b68eb8ad3a7e9a"
"paired_comparison_summary.csv",51147,"da36171781f88edb296d1499862961bb"
"paired_replicate_differences.csv",209309,"73574825f3747e5ec31eaf46e88ad7ad"
"parameter_estimates.csv",151549,"3615cb2c574d27fe14587008fc661ac0"
"parameter_recovery_summary.csv",2765,"ff54f3721fd5ea24dbcd6320fde4e925"
"prediction_metrics.csv",29388,"fc45fb776983f7c6003c585eda9e46d2"
"prior_compatibility.csv",2710,"8403d8dc5524fbf21dd6d879199f1235"
"readiness_decision.txt",35,"01702a1b44180614abc97fd587fd11e1"
"README.md",743,"53bb244fd26ad7eebb75b83097cd9786"
"reproduce.R",8513,"59ca72a6ac94d433616811052195192d"
"sbayesr_diagnostic_evidence.csv",12320,"f427e34990982aa1771211a9834e98e9"
"seed_registry.csv",14715,"d27e5509de54c58d3e849da6295e9587"
"session_info.txt",844,"a7acb6fcefa5884aef21cdb806a7fd9b"
"simulation_summary.csv",1126,"7072150df241fcf81fe6418c3aa52251"
"source_compatibility.csv",2209,"0ab7e4fa8461b0c2dd157cb89eb9d3e2"
"source_files.csv",1372,"6a55150a53a1e85d11a0166c0488970a"
"v1_to_v2_design_crosswalk.csv",1014,"ad66b3ca3a48b57ca336306642763b80"
"variable_selection_metrics.csv",26424,"3b09cdf4ac3ee6f6ea1a91757ec51056"
