"file","size_bytes","md5"
"annotation_design_summary.csv",518,"68a5556714808c93eae698b2b81a5aab"
"benchmark_manifest.json",3045,"1f78e645e987fc728bd1ec82a3bc8877"
"candidate_settings.csv",5645,"31c9cd96f2b1c29fe3a9db263f095d50"
"computational_summary.csv",200,"6c61ccfe1e407ff01a004983b2197814"
"config.R",3829,"d5df23f28da155e13f6afd019c0a5f32"
"contract_smoke_test.R",1656,"857288d752a91bebb4b123aab81025a3"
"convergence_diagnostics.csv",233648,"62a108c4ff36d1f17c10e4240a8d20cf"
"example_data_manifest.csv",1581,"fb5be7c21b86eec5bba53f876fe66afb"
"fit_status.csv",200,"6c61ccfe1e407ff01a004983b2197814"
"interface_audit_sources.csv",1556,"a39ec145206f906a05df20c8b5d48390"
"method_recommendations.csv",454,"24fe64e3c0d0892e3bd83a031e8b0101"
"README.md",633,"a02445ff85dfe95d269a11cfbbe4f80c"
"reproduce.R",13666,"b734db350808a06c487d1973c92af11e"
"scalar_chain_draws.csv",77283531,"e66fc1c170a1148fcb5e9c48f6255584"
"seed_registry.csv",1010,"0530aa8166d49e014c0f09364e760bc8"
"session_info.txt",1486,"2b18110a79cbc20b89c0dd0a7435200f"
"source_files.csv",981,"b8f687f9abab5901ce6db5a115b6adee"
"true_alpha.csv",563,"8216517137f9025d26d0acbc50e51856"
