"architecture","replicate","method","runtime","status","error_class","error_message","nit","nburn","nthin","nchains","ncores","chain_count","draws_per_chain","posterior_draw_count","fit_seed"
"sparse_homogeneous",1,"st_bed_bayesc",38.1999999999989,"ok","","",250,250,1,4,4,4,250,1000,30101
"sparse_homogeneous",1,"st_bed_bayesr",556.75,"ok","","",1000,250,1,4,4,4,1000,4000,30102
"sparse_homogeneous",1,"st_csr_sbayesc",7.93000000000029,"ok","","",250,250,1,4,4,4,250,1000,30103
"sparse_homogeneous",1,"st_csr_sbayesr",55.4400000000005,"ok","","",1000,250,1,4,4,4,1000,4000,30104
"sparse_homogeneous",2,"st_bed_bayesc",37.2999999999993,"ok","","",250,250,1,4,4,4,250,1000,30201
"sparse_homogeneous",2,"st_bed_bayesr",553.84,"ok","","",1000,250,1,4,4,4,1000,4000,30202
"sparse_homogeneous",2,"st_csr_sbayesc",8.46000000000095,"ok","","",250,250,1,4,4,4,250,1000,30203
"sparse_homogeneous",2,"st_csr_sbayesr",56.8999999999996,"ok","","",1000,250,1,4,4,4,1000,4000,30204
"sparse_homogeneous",3,"st_bed_bayesc",38.3599999999988,"ok","","",250,250,1,4,4,4,250,1000,30301
"sparse_homogeneous",3,"st_bed_bayesr",554.68,"ok","","",1000,250,1,4,4,4,1000,4000,30302
"sparse_homogeneous",3,"st_csr_sbayesc",9.10000000000036,"ok","","",250,250,1,4,4,4,250,1000,30303
"sparse_homogeneous",3,"st_csr_sbayesr",51.7800000000007,"ok","","",1000,250,1,4,4,4,1000,4000,30304
"sparse_homogeneous",4,"st_bed_bayesc",34.8199999999997,"ok","","",250,250,1,4,4,4,250,1000,30401
"sparse_homogeneous",4,"st_bed_bayesr",552.859999999999,"ok","","",1000,250,1,4,4,4,1000,4000,30402
"sparse_homogeneous",4,"st_csr_sbayesc",9.1200000000008,"ok","","",250,250,1,4,4,4,250,1000,30403
"sparse_homogeneous",4,"st_csr_sbayesr",52.0900000000001,"ok","","",1000,250,1,4,4,4,1000,4000,30404
"sparse_homogeneous",5,"st_bed_bayesc",37.1799999999985,"ok","","",250,250,1,4,4,4,250,1000,30501
"sparse_homogeneous",5,"st_bed_bayesr",562.75,"ok","","",1000,250,1,4,4,4,1000,4000,30502
"sparse_homogeneous",5,"st_csr_sbayesc",8.63000000000102,"ok","","",250,250,1,4,4,4,250,1000,30503
"sparse_homogeneous",5,"st_csr_sbayesr",55.0600000000013,"ok","","",1000,250,1,4,4,4,1000,4000,30504
"sparse_mixture",1,"st_bed_bayesc",34.5100000000002,"ok","","",250,250,1,4,4,4,250,1000,40101
"sparse_mixture",1,"st_bed_bayesr",557.42,"ok","","",1000,250,1,4,4,4,1000,4000,40102
"sparse_mixture",1,"st_csr_sbayesc",8.48000000000138,"ok","","",250,250,1,4,4,4,250,1000,40103
"sparse_mixture",1,"st_csr_sbayesr",54.6499999999996,"ok","","",1000,250,1,4,4,4,1000,4000,40104
"sparse_mixture",2,"st_bed_bayesc",33.75,"ok","","",250,250,1,4,4,4,250,1000,40201
"sparse_mixture",2,"st_bed_bayesr",561.050000000001,"ok","","",1000,250,1,4,4,4,1000,4000,40202
"sparse_mixture",2,"st_csr_sbayesc",8.14000000000124,"ok","","",250,250,1,4,4,4,250,1000,40203
"sparse_mixture",2,"st_csr_sbayesr",54.1599999999999,"ok","","",1000,250,1,4,4,4,1000,4000,40204
"sparse_mixture",3,"st_bed_bayesc",34.6700000000001,"ok","","",250,250,1,4,4,4,250,1000,40301
"sparse_mixture",3,"st_bed_bayesr",548.23,"ok","","",1000,250,1,4,4,4,1000,4000,40302
"sparse_mixture",3,"st_csr_sbayesc",8.81999999999971,"ok","","",250,250,1,4,4,4,250,1000,40303
"sparse_mixture",3,"st_csr_sbayesr",54.8700000000008,"ok","","",1000,250,1,4,4,4,1000,4000,40304
"sparse_mixture",4,"st_bed_bayesc",35.4600000000009,"ok","","",250,250,1,4,4,4,250,1000,40401
"sparse_mixture",4,"st_bed_bayesr",547.290000000001,"ok","","",1000,250,1,4,4,4,1000,4000,40402
"sparse_mixture",4,"st_csr_sbayesc",9.47000000000116,"ok","","",250,250,1,4,4,4,250,1000,40403
"sparse_mixture",4,"st_csr_sbayesr",52.5699999999997,"ok","","",1000,250,1,4,4,4,1000,4000,40404
"sparse_mixture",5,"st_bed_bayesc",36.0599999999995,"ok","","",250,250,1,4,4,4,250,1000,40501
"sparse_mixture",5,"st_bed_bayesr",552.860000000001,"ok","","",1000,250,1,4,4,4,1000,4000,40502
"sparse_mixture",5,"st_csr_sbayesc",8.25,"ok","","",250,250,1,4,4,4,250,1000,40503
"sparse_mixture",5,"st_csr_sbayesr",53.3799999999992,"ok","","",1000,250,1,4,4,4,1000,4000,40504
